"Id","SalePrice"
1461,126366.602566667
1462,157810.088133333
1463,172501.029866667
1464,185245.0794
1465,201127.395166667
1466,183975.484933333
1467,171896.959133333
1468,175774.0326
1469,186737.397433333
1470,116780.6625
1471,197768.542233333
1472,108267.1641
1473,109228.456733333
1474,152264.143933333
1475,138572.534933333
1476,393146.908066667
1477,255076.633866667
1478,285461.732066667
1479,239018.5674
1480,447327.795133333
1481,309353.950733333
1482,215979.8577
1483,180097.379666667
1484,185312.9444
1485,177095.6359
1486,195762.898466667
1487,330174.2789
1488,241820.951766667
1489,211002.296533333
1490,195584.318133333
1491,190773.0032
1492,109410.030766667
1493,178364.740566667
1494,320052.785766667
1495,301882.532
1496,210297.2895
1497,190248.807666667
1498,155350.336233333
1499,154635.5268
1500,163174.848966667
1501,171131.253833333
1502,157973.014033333
1503,290611.3835
1504,244460.3518
1505,210439.961166667
1506,179714.895833333
1507,241833.237533333
1508,191350.989266667
1509,160351.462433333
1510,148375.2731
1511,149264.7076
1512,159114.544533333
1513,147258.925266667
1514,148934.580133333
1515,170686.7249
1516,156998.8205
1517,154058.667166667
1518,133262.232666667
1519,217587.943666667
1520,140087.283
1521,143254.892133333
1522,161569.140933333
1523,117304.0802
1524,123537.672133333
1525,128270.105366667
1526,128679.142633333
1527,109872.044166667
1528,134308.252066667
1529,143418.3582
1530,166627.9933
1531,120201.2541
1532,112127.230733333
1533,141119.366766667
1534,123628.490666667
1535,147387.226266667
1536,125377.137433333
1537,78822.7336
1538,195683.303733333
1539,249343.254733333
1540,122643.009366667
1541,139077.231733333
1542,139230.838566667
1543,211529.198666667
1544,84041.449
1545,115508.553533333
1546,120030.740633333
1547,129316.7622
1548,130248.893833333
1549,115102.067566667
1550,132684.238733333
1551,130587.4437
1552,134092.987666667
1553,145554.316066667
1554,123942.605066667
1555,170902.333766667
1556,179885.940089696
1557,122065.4236
1558,107722.146066667
1559,114211.155666667
1560,141635.345533333
1561,129962.829833333
1562,126339.6016
1563,125331.0442
1564,158813.268133333
1565,137390.980333333
1566,220005.285166667
1567,82811.2317666667
1568,215189.879033333
1569,130833.8801
1570,132711.7296
1571,118077.922833333
1572,143130.213066667
1573,222691.531733333
1574,132669.232266667
1575,209377.207533333
1576,196030.2366
1577,204300.597133333
1578,147221.4108
1579,137581.551666667
1580,189738.080033333
1581,137661.322733333
1582,125881.739866667
1583,314447.260166667
1584,240179.437433333
1585,140565.813533333
1586,85507.4760190476
1587,110497.827
1588,150424.973266667
1589,108710.356766667
1590,137844.422333333
1591,104586.096833333
1592,132138.5047
1593,121706.453966667
1594,137376.510833333
1595,124912.480166667
1596,236153.8472
1597,161042.5208
1598,188520.8759
1599,184214.374533333
1600,188062.086533333
1601,69027.8882857143
1602,119128.028333333
1603,105441.070433333
1604,280713.0741
1605,252262.0943
1606,161408.655
1607,182296.7856
1608,217340.2008
1609,205243.457766667
1610,153020.632633333
1611,148339.547166667
1612,159125.298333333
1613,153158.1275
1614,129593.413333333
1615,103702.1629
1616,99116.3301666667
1617,105973.433333333
1618,125505.6362
1619,126614.5997
1620,177688.431366667
1621,128899.646666667
1622,141714.699466667
1623,285597.704766667
1624,202746.510566667
1625,132862.7795
1626,171456.862133333
1627,184622.051433333
1628,291324.219166667
1629,178424.809633333
1630,348136.748133333
1631,229250.7174
1632,250915.638833333
1633,172698.1104
1634,185509.608966667
1635,180621.0142
1636,164689.5545
1637,166102.088066667
1638,210453.6879
1639,183456.604366667
1640,259990.593633333
1641,181422.910966667
1642,227579.629833333
1643,236226.9604
1644,241994.799533333
1645,172513.6159
1646,159774.453833333
1647,167516.853866667
1648,140760.0488
1649,135828.8402
1650,114924.3739
1651,114419.558033333
1652,108084.739666667
1653,108444.8216
1654,160589.169466667
1655,162015.3258
1656,150864.4662
1657,153549.194633333
1658,158000.672566667
1659,144536.803666667
1660,146510.054533333
1661,441028.483433333
1662,381269.092533333
1663,386008.5432
1664,464841.081433333
1665,308118.239233333
1666,312519.111766667
1667,340014.4919
1668,340951.148866667
1669,301640.596333333
1670,344552.755133333
1671,245045.1059
1672,402959.183666667
1673,320452.488666667
1674,248808.205133333
1675,186945.8046
1676,189933.5879
1677,218805.842966667
1678,484490.598266666
1679,356743.930033333
1680,357929.288033333
1681,278625.586466667
1682,298882.100566667
1683,189544.7806
1684,178348.113733333
1685,175862.280533333
1686,185895.705866667
1687,170372.734733333
1688,191587.7968
1689,188034.029566667
1690,183555.360066667
1691,176105.4281
1692,264655.2282
1693,173048.596366667
1694,184333.1333
1695,172379.4366
1696,266590.172866667
1697,173021.236433333
1698,333571.536633333
1699,316403.7804
1700,248965.425966667
1701,285460.659866667
1702,252949.4929
1703,252526.9598
1704,298655.871266667
1705,248706.379466667
1706,406815.706066666
1707,225112.614133333
1708,222114.6267
1709,278877.373633333
1710,238515.115233333
1711,258857.875833333
1712,231955.6663
1713,244933.3316
1714,211557.279166667
1715,198720.819766667
1716,184766.191133333
1717,174128.9887
1718,137932.911266667
1719,207115.0727
1720,243164.596733333
1721,171339.760933333
1722,120824.068566667
1723,150552.374766667
1724,215804.357633333
1725,230360.622966667
1726,191921.3364
1727,178281.4212
1728,183451.671733333
1729,168887.108866667
1730,160205.354466667
1731,123626.7599
1732,129387.786033333
1733,124357.151933333
1734,128355.3152
1735,129277.552533333
1736,118495.087233333
1737,315511.080233333
1738,216259.379233333
1739,291217.4658
1740,204755.978366667
1741,178909.822333333
1742,171720.862466667
1743,162990.151233333
1744,310770.7093
1745,215168.6113
1746,277181.088933333
1747,216853.311533333
1748,216092.061066667
1749,156438.558566667
1750,144429.5212
1751,230098.974666667
1752,125462.221666667
1753,140482.9447
1754,223774.7413
1755,170961.8299
1756,114365.1694
1757,120092.976666667
1758,140364.696633333
1759,161095.777666667
1760,155876.703366667
1761,149742.072866667
1762,167786.579033333
1763,167900.853033333
1764,120831.076466667
1765,164332.976066667
1766,175548.770833333
1767,194156.4843
1768,141803.570166667
1769,179165.5602
1770,143987.916033333
1771,135266.896333333
1772,140848.936966667
1773,133164.7189
1774,139054.333933333
1775,137158.680833333
1776,118370.3059
1777,113517.542866667
1778,133689.619533333
1779,121685.081633333
1780,173061.201966667
1781,132286.5282
1782,90332.0297999999
1783,121441.1929
1784,107531.634533333
1785,121658.889733333
1786,143402.4129
1787,166917.2562
1788,65523.324
1789,105879.1854
1790,89441.6139
1791,205028.269033333
1792,149662.355433333
1793,147312.060066667
1794,141864.4057
1795,140532.581
1796,130848.3092
1797,134604.274166667
1798,122962.703
1799,114285.4004
1800,126536.679633333
1801,121397.7894
1802,141661.709133333
1803,147824.313466667
1804,134905.561366667
1805,140736.719
1806,124199.1426
1807,147939.892266667
1808,118160.469333333
1809,118980.137
1810,129957.973233333
1811,103547.613766667
1812,110400.1479
1813,121094.865166667
1814,92621.8522333333
1815,63908.6099190476
1816,103505.791333333
1817,117087.3686
1818,149110.4673
1819,126136.4192
1820,86731.5398
1821,124586.802666667
1822,143695.7498
1823,73587.7858333334
1824,136125.082866667
1825,127583.574766667
1826,107782.814166667
1827,115545.7466
1828,130339.166733333
1829,122618.604333333
1830,139854.521033333
1831,172556.484133333
1832,120437.9851
1833,145176.775333333
1834,129153.954
1835,183595.839733333
1836,134316.9341
1837,102711.9245
1838,132636.8934
1839,94186.3800000001
1840,142414.2249
1841,140113.254633333
1842,96118.4483666667
1843,140753.1908
1844,134225.878066667
1845,136017.4329
1846,158385.454033333
1847,155196.6332
1848,61917.9963857143
1849,113137.382066667
1850,127731.151
1851,148448.051066667
1852,130929.095466667
1853,135873.516633333
1854,170213.280833333
1855,150058.877233333
1856,227880.269566667
1857,154821.553166667
1858,140588.119833333
1859,120612.317466667
1860,150637.019166667
1861,120298.8438
1862,288175.655
1863,286794.8866
1864,286813.3866
1865,330493.020333333
1866,338527.694766667
1867,255792.649033333
1868,304485.3143
1869,200078.767266667
1870,256143.9254
1871,241471.1567
1872,173362.0117
1873,224773.781933333
1874,135008.2503
1875,203802.109933333
1876,193941.148433333
1877,204523.9887
1878,202744.952966667
1879,132375.446833333
1880,130793.062133333
1881,226803.8778
1882,275644.2438
1883,197351.829133333
1884,213191.584933333
1885,261401.248433333
1886,298913.825466667
1887,200307.5868
1888,290110.971266667
1889,175243.996766667
1890,129795.0893
1891,141513.146266667
1892,109721.2047
1893,136268.5079
1894,126871.187366667
1895,149112.459466667
1896,124572.306833333
1897,128569.492466667
1898,116503.6201
1899,139056.516633333
1900,148686.062866667
1901,157577.594033333
1902,151672.133433333
1903,231007.3113
1904,140770.611866667
1905,183450.699933333
1906,148122.735366667
1907,184638.389066667
1908,120406.156066667
1909,138279.1028
1910,133911.5795
1911,192465.967
1912,281301.9304
1913,135928.314266667
1914,74410.9149666667
1915,309193.6639
1916,179885.940089696
1917,258967.6151
1918,137639.578533333
1919,161765.410333333
1920,143760.97
1921,395873.2372
1922,342786.847933333
1923,205842.4573
1924,216866.670633333
1925,225215.6257
1926,371415.097866667
1927,135314.2857
1928,155454.013466667
1929,127192.223833333
1930,139497.442666667
1931,135271.615066667
1932,129297.2034
1933,163625.8457
1934,183021.653466667
1935,178095.474633333
1936,189487.032266667
1937,182106.617366667
1938,157222.8808
1939,248539.8408
1940,200526.091533333
1941,179007.022066667
1942,185799.1595
1943,201343.926266667
1944,327852.4074
1945,366937.093266667
1946,163929.9259
1947,322485.9952
1948,177984.042933333
1949,229855.1147
1950,182934.8095
1951,256913.261533333
1952,225691.993166667
1953,164133.6907
1954,206273.863333333
1955,124362.404133333
1956,279409.256933333
1957,160512.2885
1958,319450.1924
1959,140406.062833333
1960,111510.1321
1961,120016.3911
1962,111460.1754
1963,115005.173266667
1964,114201.250933333
1965,155896.005266667
1966,158457.837566667
1967,289771.627733333
1968,371129.650233334
1969,378697.445133334
1970,410312.149433333
1971,438879.408466666
1972,345535.267733333
1973,292671.9013
1974,317988.313033333
1975,454636.3626
1976,269036.6006
1977,363209.341766667
1978,338638.145466667
1979,358345.289333333
1980,204618.794933333
1981,349588.8121
1982,242409.319333333
1983,225832.859233333
1984,165194.511133333
1985,206459.2195
1986,210993.761366667
1987,194811.000966667
1988,180416.163833333
1989,192304.759566667
1990,209211.1635
1991,219169.817366667
1992,218704.762333333
1993,172492.8231
1994,250710.0124
1995,186443.755766667
1996,292708.048133333
1997,316487.0824
1998,324275.505133333
1999,256323.757933333
2000,318328.4965
2001,264780.3097
2002,223929.6991
2003,258835.416166667
2004,272871.3216
2005,252231.190333333
2006,246706.026633333
2007,248477.5499
2008,207789.7969
2009,193727.6737
2010,190351.8538
2011,141440.7104
2012,191876.2778
2013,185724.5101
2014,192181.857133333
2015,192401.458233333
2016,194528.6731
2017,198634.5785
2018,127649.8659
2019,129754.583166667
2020,124219.387866667
2021,118389.7738
2022,176482.430333333
2023,144476.654466667
2024,236271.669
2025,397608.3138
2026,186154.8094
2027,157752.261133333
2028,155606.809633333
2029,169128.255
2030,299600.760233333
2031,269303.865233333
2032,289547.261333333
2033,293635.556966667
2034,162534.3839
2035,209597.579733333
2036,216540.375966667
2037,230880.0411
2038,370856.313966667
2039,210974.902
2040,393916.1197
2041,298520.100233333
