"Id","SalePrice"
1461,124771.632793533
1462,181178.811150498
1463,166739.369054024
1464,189770.845698547
1465,207728.417480682
1466,167950.050530626
1467,174544.353909222
1468,153579.077883428
1469,213799.655685816
1470,124956.120979707
1471,191773.096430994
1472,97302.9241512801
1473,82867.4082285812
1474,155459.247354054
1475,115201.140840931
1476,350618.357584763
1477,258539.878319298
1478,275726.281303399
1479,269863.395008637
1480,403927.287222049
1481,308702.895758869
1482,219547.173034355
1483,173196.965974158
1484,178305.195915273
1485,194382.934578561
1486,207218.158973982
1487,285720.956078155
1488,244718.19107134
1489,212926.694402799
1490,212126.819719374
1491,218047.626952304
1492,120586.477731191
1493,181351.661218549
1494,296515.057773517
1495,293283.821164488
1496,230550.649433387
1497,195787.767269671
1498,190126.404325453
1499,178269.902323818
1500,159592.118652327
1501,174173.526914863
1502,170091.914657448
1503,269824.303811633
1504,258631.836575244
1505,233021.498921081
1506,184733.120822076
1507,243153.623766795
1508,195997.181865755
1509,169419.005343185
1510,145362.504718184
1511,149529.737358399
1512,172701.275975908
1513,158623.51654485
1514,137977.06852457
1515,190466.047674587
1516,168639.738919967
1517,175524.246806451
1518,140692.422901107
1519,221690.914606212
1520,136792.369505578
1521,139249.754527632
1522,179746.024197949
1523,113398.649914159
1524,116490.612370448
1525,124311.333896246
1526,93607.5889140972
1527,112838.79483183
1528,156600.996675257
1529,145627.241267372
1530,194739.563841091
1531,100838.716981983
1532,95905.3198792257
1533,160555.758092256
1534,111777.486456568
1535,147791.178238863
1536,109892.728616487
1537,48425.5082960981
1538,178400.151780677
1539,239752.188525079
1540,109013.698697279
1541,126740.600162532
1542,135820.632549826
1543,186666.909844386
1544,90037.9253725765
1545,108994.94626057
1546,133173.220656007
1547,119401.205189541
1548,139523.454981813
1549,119281.475504464
1550,135726.274408322
1551,128096.77969578
1552,141797.682028665
1553,151705.689067576
1554,119942.340421913
1555,177787.794341175
1556,150000
1557,109692.362830115
1558,125174.155404658
1559,117993.29941798
1560,145502.98917869
1561,120979.525618842
1562,122618.369943856
1563,111874.283597791
1564,146342.480157189
1565,140571.979825064
1566,256952.688317121
1567,86217.2671724328
1568,242812.367818098
1569,111621.959442742
1570,139854.676727349
1571,97027.5920153473
1572,143135.026618549
1573,238172.940993322
1574,131047.712552379
1575,236769.402058154
1576,230048.215952116
1577,185067.739644271
1578,157561.424644702
1579,140572.782142696
1580,183483.323220688
1581,140539.333621869
1582,138693.203711621
1583,280531.877753698
1584,230584.945380015
1585,154939.121995347
1586,40461.3278246802
1587,96205.3627126087
1588,153316.431200773
1589,75161.2872763437
1590,129168.336471776
1591,75945.9185255564
1592,127528.481806664
1593,132609.781038522
1594,148451.48895733
1595,134614.278281419
1596,227587.211954181
1597,191665.538824069
1598,210123.264195451
1599,197186.916336607
1600,187057.1681873
1601,44789.4801559179
1602,126760.674830613
1603,92000.5792504775
1604,265531.26379429
1605,249777.5578859
1606,171880.752088244
1607,176499.222030263
1608,219748.378028369
1609,212890.478317191
1610,161658.209770342
1611,141183.443979109
1612,168209.077173198
1613,150928.411768129
1614,116577.760066937
1615,64948.2864520565
1616,56608.3584509945
1617,69405.6957209118
1618,116279.895954541
1619,158618.042770032
1620,186401.794756589
1621,138858.273527184
1622,163220.710555287
1623,282268.872055021
1624,211683.706181766
1625,133072.972077409
1626,173283.325172042
1627,180333.055738207
1628,295196.333122867
1629,182449.714668126
1630,314490.221525891
1631,208784.720069981
1632,240189.975464504
1633,186412.113442906
1634,174526.458726043
1635,174818.947085561
1636,156640.835525625
1637,167176.782973651
1638,202607.829954274
1639,185463.107253795
1640,255014.207675956
1641,189862.431045532
1642,251353.688530478
1643,244668.74510508
1644,255728.686339824
1645,173431.850876757
1646,156558.594416904
1647,171954.047052425
1648,132511.633423731
1649,125272.803243871
1650,107888.334973183
1651,113930.240088664
1652,90539.2314174353
1653,92681.9380909202
1654,145178.702175541
1655,149316.802719388
1656,138608.021857909
1657,145393.393513267
1658,147730.237693706
1659,127264.398795014
1660,142363.253934145
1661,363615.187718039
1662,351338.969913579
1663,362098.524421513
1664,434386.306927151
1665,320652.926904567
1666,303421.321014091
1667,322665.23398567
1668,337497.460815352
1669,309124.587038187
1670,337760.991196056
1671,249877.488055804
1672,349400.339483253
1673,283967.815444409
1674,254822.541460014
1675,198609.885669918
1676,195684.94311738
1677,207019.831073688
1678,421496.041097226
1679,336726.584649554
1680,321372.813065088
1681,274911.525354357
1682,298764.164959886
1683,193566.829432066
1684,193167.503888751
1685,185882.821819485
1686,181873.854991931
1687,195479.578458288
1688,201314.914504676
1689,212259.343179097
1690,200765.270717582
1691,193982.501034301
1692,255323.265975823
1693,197646.565245656
1694,165946.710260148
1695,165495.843276964
1696,263616.506664141
1697,165521.577694649
1698,325152.712908801
1699,314738.903863201
1700,254614.68105935
1701,277576.642955026
1702,248049.110673994
1703,240315.784262688
1704,284697.678639255
1705,258648.017178489
1706,386453.257444056
1707,222994.733218722
1708,214864.010267205
1709,285361.8315146
1710,232188.933769738
1711,265115.087766217
1712,262781.808250602
1713,265753.479567347
1714,237855.315275243
1715,219962.971421515
1716,185123.812226664
1717,187075.752171395
1718,137904.311130661
1719,232305.215561173
1720,273337.521662294
1721,188440.123400033
1722,123570.124803089
1723,152549.324858258
1724,216948.168551057
1725,231675.880664585
1726,188620.876213448
1727,151139.30915608
1728,206967.470681648
1729,156017.338689381
1730,171547.182664354
1731,122185.688192837
1732,112297.961234326
1733,111454.445967605
1734,101766.540982515
1735,114973.500437417
1736,106572.942553778
1737,313308.939591227
1738,246481.39118345
1739,268170.134611876
1740,196704.834791035
1741,176851.629003473
1742,174763.926802061
1743,192949.310194464
1744,329222.701361479
1745,241931.112666103
1746,259427.789950643
1747,221591.924000324
1748,209131.316018862
1749,166793.262900598
1750,154092.677875641
1751,237796.693040471
1752,118306.167974113
1753,155748.366784433
1754,193256.728108948
1755,171404.769068343
1756,116014.397636602
1757,115067.696859088
1758,151007.564738004
1759,162944.18442472
1760,165884.598518901
1761,139905.275166616
1762,179428.607988805
1763,199648.288600638
1764,119158.302078068
1765,194064.894424158
1766,178585.648625845
1767,196104.824283565
1768,141856.987005962
1769,176086.851686838
1770,160032.934528014
1771,121508.283440234
1772,161152.282871485
1773,111898.015969018
1774,151934.310702663
1775,139203.852478258
1776,140548.743852225
1777,104318.180108518
1778,139982.384460339
1779,138792.415642247
1780,188687.926309303
1781,134616.598184177
1782,63064.4649623248
1783,135789.039415928
1784,77313.4113781474
1785,122991.786012546
1786,98839.9619123966
1787,187148.089172825
1788,62583.9337314998
1789,112166.78847984
1790,60778.6586367943
1791,208770.840122717
1792,153181.442681534
1793,131671.919787159
1794,169235.469629999
1795,142637.84468176
1796,166976.273204493
1797,148530.393114304
1798,117328.918647306
1799,113393.197914795
1800,141519.760612563
1801,120069.441720342
1802,131788.62332814
1803,171899.488325382
1804,145665.768028537
1805,143153.207499177
1806,137316.635380927
1807,172251.603811108
1808,137238.595665042
1809,108997.26315552
1810,134915.783644311
1811,83395.8282529454
1812,111474.289208305
1813,116380.480216433
1814,87029.4278154851
1815,41011.9341433791
1816,90783.0126568378
1817,116989.764967946
1818,182403.182673795
1819,138649.270638587
1820,68967.4722968024
1821,91659.9066148751
1822,158651.268836301
1823,48001.148204595
1824,154454.798804518
1825,137468.99552685
1826,108852.674322944
1827,85519.0536950791
1828,132770.667614285
1829,138442.775794243
1830,150847.815801941
1831,155533.566411747
1832,104182.454844948
1833,161653.918070004
1834,138238.167411347
1835,131410.006161092
1836,139937.445519226
1837,67296.4238940119
1838,111753.439129817
1839,64011.7253775918
1840,130015.406822496
1841,132071.71444812
1842,102703.468708221
1843,98585.2040549117
1844,145346.362044051
1845,129220.426202915
1846,142028.579309801
1847,196134.666147714
1848,11910.1989205866
1849,124611.103644592
1850,107930.307750663
1851,154770.650116015
1852,116650.925385928
1853,113364.208303709
1854,181025.069369689
1855,175669.568347606
1856,228979.371472541
1857,176187.127412094
1858,178533.837116263
1859,146440.506214199
1860,165901.426358313
1861,145167.841925829
1862,264637.878878465
1863,263609.552555453
1864,263619.26861111
1865,347393.416615027
1866,337312.822654467
1867,245230.968787008
1868,273360.658691834
1869,219298.285597719
1870,246948.292522978
1871,253013.133576394
1872,183355.784495493
1873,245718.846894457
1874,128336.308227064
1875,180741.404994913
1876,181497.720897887
1877,218581.77748098
1878,192936.942401447
1879,138049.482129146
1880,131095.759941643
1881,252358.330564698
1882,265121.159825897
1883,202606.30498323
1884,217814.528929537
1885,263885.825223507
1886,281262.321141884
1887,225571.540939833
1888,267606.168885015
1889,170457.148109276
1890,85664.4854961208
1891,129256.214075866
1892,88908.849259456
1893,128002.997378283
1894,111241.196362597
1895,123905.251991543
1896,122769.960864643
1897,122169.167286916
1898,142256.796470577
1899,182931.11836977
1900,167160.855059606
1901,157692.828507953
1902,170835.307038962
1903,232343.741968659
1904,142341.888172495
1905,194219.103162028
1906,137568.933699861
1907,220476.118800761
1908,105944.267788149
1909,135783.281734442
1910,111717.888214198
1911,215799.130342371
1912,280048.024003952
1913,167564.359171026
1914,65913.9895480256
1915,310211.606593652
1916,63949.5601074141
1917,263018.992287392
1918,148495.078761278
1919,179451.664788112
1920,140805.003298234
1921,373056.852683655
1922,343532.250308557
1923,238394.767600164
1924,221218.202676997
1925,224208.415487023
1926,376160.993484824
1927,138975.532333296
1928,155293.428956688
1929,123087.027344277
1930,157296.856784747
1931,135671.891222003
1932,141450.322306413
1933,180031.248350284
1934,170286.383093843
1935,166429.581301989
1936,195850.957258086
1937,170397.562403423
1938,160223.606432793
1939,224041.353702599
1940,210757.263427766
1941,149489.085233021
1942,184150.554542938
1943,231833.244824255
1944,321463.528004622
1945,365176.070851535
1946,148598.423170554
1947,306770.540366911
1948,158364.134692865
1949,239218.888351985
1950,199449.180739725
1951,253774.236249752
1952,245892.969133714
1953,172459.794650002
1954,192372.609935158
1955,136911.473476562
1956,272619.409967714
1957,159375.207563897
1958,282839.912079004
1959,157134.640552004
1960,110448.818122323
1961,128219.258184636
1962,94996.9739850612
1963,106066.43839695
1964,93569.7772469451
1965,141325.635248761
1966,139702.993134217
1967,280987.174073316
1968,363456.500574881
1969,366963.893396185
1970,361800.034005446
1971,412862.307119138
1972,344049.069148647
1973,300556.967610427
1974,305356.676333003
1975,548220.631712925
1976,276063.911247708
1977,315735.964845342
1978,323658.649850958
1979,316907.373754259
1980,189965.258918204
1981,331237.36552667
1982,219372.766636414
1983,207630.734065716
1984,192956.621841677
1985,225804.696090493
1986,212517.915968135
1987,221956.777109652
1988,172667.096254914
1989,206265.506157812
1990,218773.219229454
1991,218996.386371452
1992,225252.610435996
1993,190310.007112218
1994,239193.736336564
1995,176497.530575462
1996,258330.122069781
1997,310652.615774049
1998,309504.071319979
1999,254719.517522065
2000,304193.552453727
2001,290054.259896185
2002,242633.473112217
2003,270934.472886773
2004,295522.251038396
2005,241886.216339787
2006,246652.510657474
2007,268264.581699146
2008,230348.365606595
2009,201555.486856072
2010,219174.965762431
2011,141310.16296257
2012,189133.156523338
2013,182103.61903755
2014,193055.460099487
2015,226314.710920149
2016,186865.588573186
2017,214515.686633939
2018,116476.508145595
2019,118945.175218096
2020,83678.4451544836
2021,87927.4052494427
2022,204685.89555685
2023,149760.802878919
2024,265277.496026032
2025,346626.643140353
2026,181980.058222537
2027,158206.776696633
2028,169195.825957778
2029,160853.763050216
2030,286951.994382327
2031,261771.60759302
2032,272812.477932758
2033,281091.13287566
2034,191441.818197704
2035,208393.811148555
2036,224800.169264205
2037,228693.593974606
2038,358498.776905224
2039,246651.233901377
2040,332760.927671792
2041,311291.403317418
2042,215864.870610395
2043,173089.40219145
2044,165749.30622257
2045,205759.83406398
2046,140810.478327328
2047,150690.955223151
2048,137834.0348405
2049,145941.876998077
2050,186861.373148361
2051,120846.204270594
2052,117223.654415771
2053,148050.470614171
2054,76715.5734432499
2055,169457.079998372
2056,155093.660250487
2057,128305.598526668
2058,204658.741657583
2059,133608.613493066
2060,168122.187523515
2061,196136.19589371
2062,132119.054858911
2063,124935.686690465
2064,141558.406270293
2065,133485.627358155
2066,185112.793187411
2067,148439.953680478
2068,150759.161730252
2069,84896.5747518158
2070,105604.738498294
2071,65121.2636728096
2072,146219.538535841
2073,144864.042295237
2074,176360.969437682
2075,165690.163108698
2076,111630.779027917
2077,151204.714582917
2078,128834.192822453
2079,156472.534249466
2080,123991.513820094
2081,146908.123698088
2082,132185.098318287
2083,161974.175930968
2084,107256.546012393
2085,105974.425785785
